Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_Senregistrer/input_Date de naissance_local.birthday""), ""27/11/1980"")",Chrome 107.0.0.0,,,2023-02-07 17:28:43,2023-02-07 17:28:44,1.168s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Page_Senregistrer/select_Propritaire de salonChane de salonsS_4b2a29""), ""salon_owner"", true)",Chrome 107.0.0.0,,,2023-02-07 17:28:44,2023-02-07 17:28:45,1.226s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Nom du salon ou dnomination commercia_86907a""))",Chrome 107.0.0.0,,,2023-02-07 17:28:45,2023-02-07 17:28:46,0.594s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Nom du salon ou dnomination commercia_86907a""), ""test"")",Chrome 107.0.0.0,,,2023-02-07 17:28:46,2023-02-07 17:28:47,0.821s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input__data.SKP.ID""), ""1444669"")",Chrome 107.0.0.0,,,2023-02-07 17:28:47,2023-02-07 17:28:48,0.875s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Ligne dadresse 1_data.SKP.billingAddr_94b9a1""), ""42 rue Michel Ange"")",Chrome 107.0.0.0,,,2023-02-07 17:28:48,2023-02-07 17:28:49,1.076s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Ville_data.SKP.billingAddress.city""), ""Le Havre"")",Chrome 107.0.0.0,,,2023-02-07 17:28:49,2023-02-07 17:28:50,0.873s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Code postal_data.SKP.billingAddress.zip""), ""76610"")",Chrome 107.0.0.0,,,2023-02-07 17:28:50,2023-02-07 17:28:51,0.981s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Pays_preferences.terms.HenkelSKPeAcad_dba1a9""))",Chrome 107.0.0.0,,,2023-02-07 17:28:51,2023-02-07 17:28:53,2.709s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_11c1ef""))",Chrome 107.0.0.0,,,2023-02-07 17:28:53,2023-02-07 17:28:56,2.540s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_c9f577""))",Chrome 107.0.0.0,,,2023-02-07 17:28:56,2023-02-07 17:28:58,2.438s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_0ddd69""))",Chrome 107.0.0.0,,,2023-02-07 17:28:58,2023-02-07 17:29:01,2.568s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_gigya-inpu_cec64f""))",Chrome 107.0.0.0,,,2023-02-07 17:29:01,2023-02-07 17:29:03,2.577s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-07 17:29:03,2023-02-07 17:29:03,0.013s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Senregistrer/h2_Profitez des avantages de""), ""Profitez des avantages de"")",Chrome 107.0.0.0,,,2023-02-07 17:29:03,2023-02-07 17:29:04,0.583s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input""))",Chrome 107.0.0.0,,,2023-02-07 17:29:04,2023-02-07 17:29:11,7.042s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-07 17:29:11,2023-02-07 17:29:11,0.007s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/heliux-grid_section-f47ba71989           --_0c9352""))",Chrome 107.0.0.0,,,2023-02-07 17:29:11,2023-02-07 17:30:19,1m - 8.090s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2023-02-07 17:30:19,2023-02-07 17:30:19,0.278s,PASSED
