Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Nom du salon ou dnomination commercia_86907a""))",Chrome 107.0.0.0,,,2023-02-23 16:55:31,2023-02-23 16:55:31,0.605s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Nom du salon ou dnomination commercia_86907a""), ""test"")",Chrome 107.0.0.0,,,2023-02-23 16:55:31,2023-02-23 16:55:32,0.820s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input__data.SKP.ID""), ""1444669"")",Chrome 107.0.0.0,,,2023-02-23 16:55:32,2023-02-23 16:55:33,0.869s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Ligne dadresse 1_data.SKP.billingAddr_94b9a1""), ""42 rue Michel Ange"")",Chrome 107.0.0.0,,,2023-02-23 16:55:33,2023-02-23 16:55:34,0.972s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Ville_data.SKP.billingAddress.city""), ""Le Havre"")",Chrome 107.0.0.0,,,2023-02-23 16:55:34,2023-02-23 16:55:35,1.045s,PASSED
"setText(findTestObject(""Object Repository/Page_Senregistrer/input_Code postal_data.SKP.billingAddress.zip""), ""76610"")",Chrome 107.0.0.0,,,2023-02-23 16:55:35,2023-02-23 16:55:36,0.857s,PASSED
"click(findTestObject(""Page_Senregistrer/input_Pays_preferences.terms.HenkelSKPeAcad_dba1a9""))",Chrome 107.0.0.0,,,2023-02-23 16:55:36,2023-02-23 16:55:39,2.695s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_11c1ef""))",Chrome 107.0.0.0,,,2023-02-23 16:55:39,2023-02-23 16:55:41,2.568s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_c9f577""))",Chrome 107.0.0.0,,,2023-02-23 16:55:41,2023-02-23 16:55:44,2.571s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_0ddd69""))",Chrome 107.0.0.0,,,2023-02-23 16:55:44,2023-02-23 16:55:46,2.563s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_gigya-inpu_cec64f""))",Chrome 107.0.0.0,,,2023-02-23 16:55:46,2023-02-23 16:55:49,2.488s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-23 16:55:49,2023-02-23 16:55:49,0.008s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Senregistrer/h2_Profitez des avantages de""), ""Profitez des avantages de"")",Chrome 107.0.0.0,,,2023-02-23 16:55:49,2023-02-23 16:55:49,0.492s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input""))",Chrome 107.0.0.0,,,2023-02-23 16:55:49,2023-02-23 16:56:24,34.162s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-23 16:56:24,2023-02-23 16:56:24,0.025s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2023-02-23 16:56:24,2023-02-23 16:56:24,0.261s,PASSED
